I0802 21:18:53.116795      11 gnss_block_factory.cc:920] Getting SignalSource SignalSource with implementation File_Signal_Source
I0802 21:20:16.393705      35 dll_pll_veml_tracking.cc:2005] Pull-in: Number of samples between Acquisition and Tracking = 5863 ( 0.0029315 s)for satellite GPS PRN 08 (Block IIF) in channel 5
I0802 21:20:21.357537    6110 pcps_acquisition.cc:353] Successful acquisition in channel 1 for satellite G 2
I0802 21:20:21.360984      47 dll_pll_veml_tracking.cc:2005] Pull-in: Number of samples between Acquisition and Tracking = 2096 ( 0.001048 s)for satellite GPS PRN 02 (Block IIR) in channel 1
I0802 21:20:23.434444      29 dll_pll_veml_tracking.cc:1238] Loss of lock in channel 7, satellite GPS PRN 16 (Block IIR) (carrier_lock_fail_counter:5001 code_lock_fail_counter : 0)
I0802 21:20:26.149422      35 dll_pll_veml_tracking.cc:1238] Loss of lock in channel 5, satellite GPS PRN 08 (Block IIF) (carrier_lock_fail_counter:5001 code_lock_fail_counter : 0)
I0802 21:20:26.151977      11 gnss_flowgraph.cc:1914] Channel 5 Idle state
I0802 21:20:27.666493      24 gnss_sdr_valve.cc:90] Stopping receiver, 799600000 samples processed
I0802 21:20:27.667136      11 control_thread.cc:996] Received action STOP
I0802 21:20:27.671819      11 gnss_flowgraph.cc:482] Disconnecting flowgraph
I0802 21:20:27.672256      11 gnss_flowgraph.cc:499] Flowgraph disconnected
I0802 21:20:27.672741      11 control_thread.cc:494] Flowgraph stopped
I0802 21:20:35.838945      11 rtklib_pvt_gs.cc:673] Failed to save GPS L2CM or L5 Ephemeris, map is empty
I0802 21:20:35.843475      11 rtklib_pvt_gs.cc:686] Saved GPS L1 CA Ephemeris map data
I0802 21:20:35.845904      11 rtklib_pvt_gs.cc:762] Failed to save GLONASS GNAV Ephemeris, map is empty
I0802 21:20:35.846296      11 rtklib_pvt_gs.cc:792] Failed to save GPS UTC model parameters, not valid data
I0802 21:20:35.846683      11 rtklib_pvt_gs.cc:822] Failed to save Galileo UTC model parameters, not valid data
I0802 21:20:35.846947      11 rtklib_pvt_gs.cc:852] Failed to save GPS ionospheric model parameters, not valid data
I0802 21:20:35.847192      11 rtklib_pvt_gs.cc:882] Failed to save GPS CNAV ionospheric model parameters, not valid data
I0802 21:20:35.847459      11 rtklib_pvt_gs.cc:912] Failed to save QZSS UTC model parameters, not valid data
I0802 21:20:35.847665      11 rtklib_pvt_gs.cc:942] Failed to save QZSS ionospheric model parameters, not valid data
I0802 21:20:35.847919      11 rtklib_pvt_gs.cc:972] Failed to save QZSS CNAV UTC model parameters, not valid data
I0802 21:20:35.848066      11 rtklib_pvt_gs.cc:1002] Failed to save QZSS CNAV ionospheric model parameters, not valid data
I0802 21:20:35.848280      11 rtklib_pvt_gs.cc:1032] Failed to save Galileo ionospheric model parameters, not valid data
I0802 21:20:35.848426      11 rtklib_pvt_gs.cc:1062] Failed to save GPS almanac, map is empty
I0802 21:20:35.848888      11 rtklib_pvt_gs.cc:1092] Failed to save Galileo almanac, not valid data
I0802 21:20:35.849163      11 rtklib_pvt_gs.cc:1122] Failed to save GPS CNAV UTC model parameters, not valid data
I0802 21:20:35.849373      11 rtklib_pvt_gs.cc:1152] Failed to save GLONASS GNAV ephemeris, map is empty
I0802 21:20:35.849595      11 rtklib_pvt_gs.cc:1182] Failed to save GLONASS GNAV ephemeris, not valid data
I0802 21:20:35.849746      11 rtklib_pvt_gs.cc:1212] Failed to save BeiDou DNAV Ephemeris, map is empty
I0802 21:20:35.849960      11 rtklib_pvt_gs.cc:1242] Failed to save BeiDou DNAV ionospheric model parameters, not valid data
I0802 21:20:35.850106      11 rtklib_pvt_gs.cc:1272] Failed to save BeiDou DNAV almanac, map is empty
I0802 21:20:35.850311      11 rtklib_pvt_gs.cc:1302] Failed to save BeiDou DNAV UTC model parameters, not valid data
