dry_run_id,node_id,title,matched_tree_id,matched_family_id,matched_signal_type,confidence_source_based,plan_category
PATH_B_DRY_0107,GRAPHITI_V2_000495,311A9ABD07F6_README.md,T19,IV_RELATIONNELS_SOCIAUX,TEXT_PREVIEW_SLUG,0.88,CANDIDATE_TP_GENUINE
PATH_B_DRY_0108,GRAPHITI_V2_000929,64A95E15EE6A_risks_confusions.md,T19,IV_RELATIONNELS_SOCIAUX,TEXT_PREVIEW_SLUG,0.88,CANDIDATE_TP_GENUINE
PATH_B_DRY_0109,GRAPHITI_V2_001687,B507E01ACD7F_activation_rules.md,T19,IV_RELATIONNELS_SOCIAUX,TEXT_PREVIEW_SLUG,0.88,CANDIDATE_TP_GENUINE
PATH_B_DRY_0168,GRAPHITI_V2_000579,3A1E1395AF2B_tests.md,T23,VI_TEMPORELS_MEMORIELS,TEXT_PREVIEW_SLUG,0.88,CANDIDATE_TP_GENUINE
PATH_B_DRY_0169,GRAPHITI_V2_001023,6D034ECC543D_README.md,T23,VI_TEMPORELS_MEMORIELS,TEXT_PREVIEW_SLUG,0.88,CANDIDATE_TP_GENUINE
PATH_B_DRY_0170,GRAPHITI_V2_001040,6EB02A1FE391_definition.md,T23,VI_TEMPORELS_MEMORIELS,TEXT_PREVIEW_SLUG,0.88,CANDIDATE_TP_GENUINE
PATH_B_DRY_0171,GRAPHITI_V2_001209,800DDAE3266B_examples_events.md,T23,VI_TEMPORELS_MEMORIELS,TEXT_PREVIEW_SLUG,0.88,CANDIDATE_TP_GENUINE
PATH_B_DRY_0172,GRAPHITI_V2_001708,B7A40972F6A6_activation_rules.md,T23,VI_TEMPORELS_MEMORIELS,TEXT_PREVIEW_SLUG,0.88,CANDIDATE_TP_GENUINE
PATH_B_DRY_0173,GRAPHITI_V2_002246,F1C2F78E2677_risks_confusions.md,T23,VI_TEMPORELS_MEMORIELS,TEXT_PREVIEW_SLUG,0.88,CANDIDATE_TP_GENUINE
PATH_B_DRY_0201,GRAPHITI_V2_000153,0FE9C316C201_tests.md,T25,VI_TEMPORELS_MEMORIELS,TEXT_PREVIEW_SLUG,0.88,CANDIDATE_TP_GENUINE
PATH_B_DRY_0202,GRAPHITI_V2_000324,1FA1B9D7847A_README.md,T25,VI_TEMPORELS_MEMORIELS,TEXT_PREVIEW_SLUG,0.88,CANDIDATE_TP_GENUINE
PATH_B_DRY_0203,GRAPHITI_V2_000452,2CBC8E0ED31D_examples_events.md,T25,VI_TEMPORELS_MEMORIELS,TEXT_PREVIEW_SLUG,0.88,CANDIDATE_TP_GENUINE
PATH_B_DRY_0204,GRAPHITI_V2_000821,59D0164CE641_definition.md,T25,VI_TEMPORELS_MEMORIELS,TEXT_PREVIEW_SLUG,0.88,CANDIDATE_TP_GENUINE
PATH_B_DRY_0205,GRAPHITI_V2_000951,669F53D6BBAF_risks_confusions.md,T25,VI_TEMPORELS_MEMORIELS,TEXT_PREVIEW_SLUG,0.88,CANDIDATE_TP_GENUINE
PATH_B_DRY_0206,GRAPHITI_V2_001869,C70D94DB0843_activation_rules.md,T25,VI_TEMPORELS_MEMORIELS,TEXT_PREVIEW_SLUG,0.88,CANDIDATE_TP_GENUINE
PATH_B_DRY_0217,GRAPHITI_V2_000694,48AAB2F1C286_demo_output_context_packet.json,T26,VII_META_STRUCTURELS,TEXT_PREVIEW_SLUG,0.5,REVIEW_REQUIRED_MULTI_TREE
PATH_B_DRY_0218,GRAPHITI_V2_000971,67F5408FAD39_risks_confusions.md,T26,VII_META_STRUCTURELS,TEXT_PREVIEW_SLUG,0.88,CANDIDATE_TP_GENUINE
PATH_B_DRY_0219,GRAPHITI_V2_001199,7EFA025D2B68_definition.md,T26,VII_META_STRUCTURELS,TEXT_PREVIEW_SLUG,0.88,CANDIDATE_TP_GENUINE
PATH_B_DRY_0220,GRAPHITI_V2_001304,8A72E17BB3F7_activation_rules.md,T26,VII_META_STRUCTURELS,TEXT_PREVIEW_SLUG,0.88,CANDIDATE_TP_GENUINE
PATH_B_DRY_0221,GRAPHITI_V2_001401,950B87448822_tests.md,T26,VII_META_STRUCTURELS,TEXT_PREVIEW_SLUG,0.88,CANDIDATE_TP_GENUINE
PATH_B_DRY_0222,GRAPHITI_V2_001482,9F37EBE410C8_examples_events.md,T26,VII_META_STRUCTURELS,TEXT_PREVIEW_SLUG,0.88,CANDIDATE_TP_GENUINE
PATH_B_DRY_0223,GRAPHITI_V2_001921,CD9BBA9744D2_README.md,T26,VII_META_STRUCTURELS,TEXT_PREVIEW_SLUG,0.88,CANDIDATE_TP_GENUINE
PATH_B_DRY_0234,GRAPHITI_V2_000688,47DA3A8C69B5_definition.md,T27,VII_META_STRUCTURELS,TEXT_PREVIEW_SLUG,0.88,CANDIDATE_TP_GENUINE
PATH_B_DRY_0235,GRAPHITI_V2_000799,56E02F2B49F1_risks_confusions.md,T27,VII_META_STRUCTURELS,TEXT_PREVIEW_SLUG,0.88,CANDIDATE_TP_GENUINE
PATH_B_DRY_0236,GRAPHITI_V2_001155,7ACABF202E94_activation_rules.md,T27,VII_META_STRUCTURELS,TEXT_PREVIEW_SLUG,0.88,CANDIDATE_TP_GENUINE
PATH_B_DRY_0237,GRAPHITI_V2_001204,7F568A2891C4_tests.md,T27,VII_META_STRUCTURELS,TEXT_PREVIEW_SLUG,0.88,CANDIDATE_TP_GENUINE
PATH_B_DRY_0238,GRAPHITI_V2_001369,924129C65925_examples_events.md,T27,VII_META_STRUCTURELS,TEXT_PREVIEW_SLUG,0.88,CANDIDATE_TP_GENUINE
PATH_B_DRY_0239,GRAPHITI_V2_002210,EDF333F6879B_README.md,T27,VII_META_STRUCTURELS,TEXT_PREVIEW_SLUG,0.88,CANDIDATE_TP_GENUINE
PATH_B_DRY_0250,GRAPHITI_V2_000920,63AE9DA28A0A_definition.md,T28,VII_META_STRUCTURELS,TEXT_PREVIEW_SLUG,0.88,CANDIDATE_TP_GENUINE
PATH_B_DRY_0251,GRAPHITI_V2_001064,716C3604D5DF_activation_rules.md,T28,VII_META_STRUCTURELS,TEXT_PREVIEW_SLUG,0.88,CANDIDATE_TP_GENUINE
PATH_B_DRY_0252,GRAPHITI_V2_001330,8D776573086F_tests.md,T28,VII_META_STRUCTURELS,TEXT_PREVIEW_SLUG,0.88,CANDIDATE_TP_GENUINE
PATH_B_DRY_0253,GRAPHITI_V2_001583,A93189300478_README.md,T28,VII_META_STRUCTURELS,TEXT_PREVIEW_SLUG,0.88,CANDIDATE_TP_GENUINE
PATH_B_DRY_0254,GRAPHITI_V2_001650,B10DC07BCE20_examples_events.md,T28,VII_META_STRUCTURELS,TEXT_PREVIEW_SLUG,0.88,CANDIDATE_TP_GENUINE
PATH_B_DRY_0255,GRAPHITI_V2_001714,B8D29765BE3D_risks_confusions.md,T28,VII_META_STRUCTURELS,TEXT_PREVIEW_SLUG,0.88,CANDIDATE_TP_GENUINE
PATH_B_DRY_0266,GRAPHITI_V2_000683,47198019C2FD_tests.md,T29,VII_META_STRUCTURELS,TEXT_PREVIEW_SLUG,0.88,CANDIDATE_TP_GENUINE
PATH_B_DRY_0267,GRAPHITI_V2_000756,50E9C1177E6D_activation_rules.md,T29,VII_META_STRUCTURELS,TEXT_PREVIEW_SLUG,0.88,CANDIDATE_TP_GENUINE
PATH_B_DRY_0268,GRAPHITI_V2_000787,559C1B40ACF0_examples_events.md,T29,VII_META_STRUCTURELS,TEXT_PREVIEW_SLUG,0.88,CANDIDATE_TP_GENUINE
PATH_B_DRY_0269,GRAPHITI_V2_000905,61EA08B4E4F2_risks_confusions.md,T29,VII_META_STRUCTURELS,TEXT_PREVIEW_SLUG,0.88,CANDIDATE_TP_GENUINE
PATH_B_DRY_0270,GRAPHITI_V2_001143,7994796B6E1A_definition.md,T29,VII_META_STRUCTURELS,TEXT_PREVIEW_SLUG,0.88,CANDIDATE_TP_GENUINE
PATH_B_DRY_0271,GRAPHITI_V2_001152,7AB2B7672D29_README.md,T29,VII_META_STRUCTURELS,TEXT_PREVIEW_SLUG,0.88,CANDIDATE_TP_GENUINE
