"domain","input_sha256","response_sha256","metrics_sha256","metric_count","decision_count","decision_files","decision_hashes","gate","verdict","reason"
"bank","988680FD35AD2C74544B0B2C9AB8CF9AD502A316A12EF253B3386462A64F1979","255A3225E2F69CEC2B2F46C1D7601D48AEB4B25F7FB1511401346313AD656F63","C791C23AF0EBF33DFE5DCF8C77019C1C2CC6D3B2CBA8148C3F0C8960756F0C5E","111","5","decision_bank_1777412259624.json; decision_bank_1777412269980.json; decision_bank_1777412280268.json; decision_bank_1777412290724.json; decision_bank_1777412290904.json","7FE4F8770376BB4957DB3B65004905B40DF7227A2FE278ED47A7EE6C3455ABE3; 7595B7604D179DD0B1539FBF4DE63727E3D8522139A8336064E7829F812033CF; C75FE06A6489105436811CCAC201A2AC8CF4674C2AEB20E5DC22D9F7F474ED90; EDB6CBBDAB98FDE18B5A8D90E717797268103D792D4635FF414E383FA1BEB0E9; 335E092332982CD2894575250A4D0748A5D49AE3725D15AD57B79674C1840A28","BLOCK","ANALYZE","CONTRADICTION_THRESHOLD_REACHED"
"trading","A09D6DEE2AD56DA8C61E9859206B3260FAC9C92DA0C4FB6F136D177099702049","360032506A16FC482ADC095907F8B3412A6F8AD2A37237FE3E50D6129688D4FA","8627C56A29A087249D2C26A98CE3390F484C701B8DEA2C4987724185D51CAC90","108","14","decision_trading_1777412254119.json; decision_trading_1777412256937.json; decision_trading_1777412259565.json; decision_trading_1777412262211.json; decision_trading_1777412264956.json; decision_trading_1777412267529.json; decision_trading_1777412270219.json; decision_trading_1777412273011.json; decision_trading_1777412275623.json; decision_trading_1777412278819.json; decision_trading_1777412281586.json; decision_trading_1777412284291.json; decision_trading_1777412291542.json; decision_trading_1777412292248.json","8FC122E711B3E09FB5669D8B9C3A06C8D2FEE57A383A43E66077AF821E3B3EF4; EB18A51043A5A02E622A9408CECB7DA4768F3282F993401EE5ABE59F1F0D5E67; 084C8BB9BCCCEC7CB2562A25BE74BD26A111653870D6D8993D8643AAF606CFB6; 36E66B73E10AD5E96CC0D9FB7FECB7646D12F2660BF328193B9885A7B44A21DA; AAD68EEF8E7081C1B7972EE134E83CF921333C754731B510C3366ACBD91E1305; 2152DC1DC2FC19851D97D428454E0C5CD2253CD21CB91F1906774B5D9CB13070; CA3AE04D0CB8360794125DABB962BBF35F34FF8ABEE40EA7D2E62A001F43E4ED; EB6F5AF930BBC62169B52BD7013DFE943E29BC6F105DA0ECEB69D705543594E7; F6A6B7F7EFFA828EC5E9FFFD89FDA63FC66038738B1F505DE5DF8BD619E74AF4; 00BAA5A1902345549186C3F41D380B18BFF1450F344323F63CD3CA7586B26682; 60D5590AF416E449847B630084CC859E64B447EF63767F393BCBAE1C8AD19390; EC6B1DCFCDF725ECD20C47E5FCEA254E5FE7EE34DBF22B3979929B5A6D1A61EC; 22BB2A8D9649776CCFDB9FD78CBCE867F44ECE16AB941F2C27B25CB207AA5EBC; FD3DFD14A3ABED6D2BC552F8884FE99D41F276278D3EF446D2CC18E0174BBC86","HOLD","REVIEW","RISK_FLAGS_REQUIRE_DELAY"
"gps_defense_aviation","0E9835CD2BEBE1494297535BD822B69DA6A6D8567F01C103765741A7FDE7E8FE","4A18D4FB0371B4433494AAC16D4E6A23ABE63BB2861DE5B395D5055F6274201B","1F5A476120740ACE6F3B1926D9E830F7549CA5259BC7ED4EAA4385E5C9D06FA9","102","9","decision_gps_defense_aviation_1777412257489.json; decision_gps_defense_aviation_1777412261828.json; decision_gps_defense_aviation_1777412266181.json; decision_gps_defense_aviation_1777412270600.json; decision_gps_defense_aviation_1777412275006.json; decision_gps_defense_aviation_1777412279255.json; decision_gps_defense_aviation_1777412283512.json; decision_gps_defense_aviation_1777412288843.json; decision_gps_defense_aviation_1777412291900.json","2D1D218981A1A7738597210288546FE488000F139D9777AC3C3C4821A95C79E6; 66B2C46B07EC77A7A95D251A23FDDEA2559962FC42F4DC1528C134EC8A47A3C4; 4DE3CE3464AAE7BEF58A28E760CFBD2BBC2BD0510C0B42D73E89BE322EE867C6; EBF61A5CC42A3B50350D8B114162146762EBE83E1F356A1BB9E261ACF2056B4C; D7F33BB257EEC9F3C766549FB6D75682969E24245246ADC25C8155C67A16BF4F; 007BA38D23CFFD52AAAD87462BA273785DD1117435EF9852D3856DDF3BB8F4BF; 9BFBCF1C376F72569FDB683127EA8CDD6AB4A537ADFC9BAB15383DAC7FA3FAA2; 6B25E99BE368D5DEC0C1FA5A1A800CA3E6904D8925913F49FB8F5C552C311549; CF1CBC61A44D63B4B3A872949F47496A77D4B1733F025364B353DC6CB2CE36E9","BLOCK","ABORT_TRAJECTORY","CONTRADICTION_THRESHOLD_REACHED"
